Rhythm,vibrance,key,Decibel_Levels,mode,lyrics_amount,acoustics,instruments,bounce,valence,Beats_Speed,type,TimeLength,title,Hyperactivity,MusicEraRating,genre
5.293,8.84,2,-7.522,1,0.2392,0.00109,0.73,0.242,0.798,125.011,audio_features,269760,Tech House,99.758778,11,Electro
5.1724,9.2,4,-8.746,0,0.2692,0.00287,0.68,0.208,0.92,124.999,audio_features,311390,Tech House,114.99908,3,Electro
3.551,9.68,2,-4.073,0,0.548,0.0475,0.000125,0.428,0.314,139.957,audio_features,181714,,43.946498,11,Dark Trap
5.0384,7.98,11,-8.383,0,0.1756,0.103,0.805,0.226,0.74,139.989,audio_features,427874,PsyTrance 2020 felipe,103.59186,13,psytrance
3.5108,5.69,2,-9.017,0,0.1468,0.00117,0.844,0.348,0.0732,131.016,audio_features,451133,Best of Trance,9.5903712,1,trance
1.5276,7.35,5,-3.25,0,0.16,0.0263,2.60E-06,0.234,0.233,147.357,audio_features,220800,Melodic Hardstyle 2020,34.334181,17,hardstyle
5.5074,7.43,10,-4.772,0,1.12,0.016,0,0.254,0.636,168.918,audio_features,242001,,107.431848,12,Pop
3.6046,8.13,10,-6.61,0,1.64,0.257,0,0.28,0.372,174.118,audio_features,205908,,64.771896,14,Hipstter-Hop
2.9815,4.07,3,-6.883,1,0.1396,,0,0.454,0.231,131.479,audio_features,172149,,30.371649,14,Emotional
2.5862,8.56,1,-12.219,1,0.2404,5.36E-05,0.913,1.178,0.0342,134.975,audio_features,270231,State if Trance (The best ASOT Epsidoes),4.616145,5,trance
3.3031,9.3,7,-3.972,0,0.2256,0.000206,7.17E-05,0.318,0.126,155.01,audio_features,165492,Best of Hardstyle 2020,19.53126,9,hardstyle
2.9815,9.64,0,-3.278,1,0.3212,0.000553,0,1.392,0.511,160.153,audio_features,203813,,81.838183,15,Emotional
4.8843,5.35,6,-4.401,0,0.1272,0.255,0,0.222,0.0667,130.022,audio_features,177661,,8.6724674,6,Dark Trap
4.9647,7.59,0,-5.096,0,0.48,0.0218,0,1.256,0.362,194.168,audio_features,225533,,70.288816,2,Rhythm & Blues
4.5024,9.42,1,-7.358,1,0.1732,6.76E-05,0.876,0.198,0.548,128.017,audio_features,393750,Dark Techno,70.153316,7,techno
4.7771,2.9,7,-16.365,1,0.2588,0.686,0.807,0.636,0.121,124.941,audio_features,139440,,15.117861,5,Hipstter-Hop
3.8659,8.96,8,-4.718,1,0.204,0.00578,0.774,0.0432,0.37,173.989,audio_features,316514,Liqduicity Drum & Bass,64.37593,19,Drums & Bass
3.6381,7.4,7,-5.187,0,0.2228,0.148,0.00358,0.284,0.6,123.916,audio_features,205773,tech house,74.3496,17,Electro
3.7788,9.49,2,-5.551,0,0.504,0.000306,2.57E-05,0.35,0.285,112.074,audio_features,211320,,31.94109,16,Emotional
5.0049,9.85,10,-6.895,1,0.476,0.00029,0.928,0.248,0.0393,130.025,audio_features,357944,techno. only. (08/02),5.1099825,10,techno
4.7369,6.55,2,-6.385,1,0.58,0.0225,0,0.682,0.0796,140.389,audio_features,198922,Riddim Dubstep,11.1749644,4,trap
5.3734,9.35,8,-10.402,0,0.2992,0.0383,0.783,0.1872,0.957,126.003,audio_features,369524,Tech House Essentials by Distortion,120.584871,3,Electro
5.6414,6.42,6,-7.716,0,0.456,0.00421,0.27,0.109,0.659,125.003,audio_features,308640,Dirtybird Players,82.376977,19,Electro
4.4019,8.37,7,-3.805,1,0.612,0.00932,0.000157,0.1796,0.173,131.942,audio_features,196364,ASOT,22.825966,2,trance
4.0535,7.75,6,-6.055,0,0.3228,0.0961,0,0.58,0.516,146.055,audio_features,215825,,75.36438,8,Rap
3.5175,9.82,0,-8.174,1,0.1356,7.19E-06,0.852,0.362,0.593,139.986,audio_features,384000,True Techno,83.011698,1,techno
4.2009,8.86,6,-9.95,0,0.1576,0.00163,0.872,0.222,0.144,128.007,audio_features,481993,|DARK|HARD|TECHNO,18.433008,8,techno
2.9681,9.64,11,-2.533,0,0.3884,0.00083,0.00252,0.534,0.418,155.036,audio_features,155617,Best of Hardstyle 2020,64.805048,3,hardstyle
5.5878,5.67,7,-5.16,0,0.4,0.188,0,0.1996,0.204,127.991,audio_features,210432,,26.110164,15,Hipstter-Hop
2.144,6.73,11,-9.467,1,0.18,0.000207,2.45E-06,1.826,0.387,175.484,audio_features,192679,,67.912308,5,Dark Trap
5.3131,8.84,6,-9.153,1,0.2524,0.000348,0.924,0.214,0.188,129.999,audio_features,387700,techno. only. (08/02),24.439812,6,techno
4.7838,9.32,6,-2.75,1,0.996,0.138,0,0.332,0.875,92.028,audio_features,207090,,80.5245,2,Rap
3.5845,8.75,1,-4.33,1,0.1932,0.00021,0.693,0.264,0.541,145.015,audio_features,344276,PsyTrance 2019 By GMR,78.453115,8,psytrance
3.2227,9.87,1,-0.979,1,1.3,0.00638,0.333,0.63,0.326,149.935,audio_features,201714,Headbangers:Dubstep/Riddim,48.87881,15,trap
3.5443,6.58,5,-12.22,0,0.16,7.80E-05,0.943,0.1466,0.429,135.009,audio_features,212027,Top Trance Songs EVER,57.918861,6,trance
3.2227,9.54,4,-2.053,0,0.3736,0.0167,5.88E-06,0.736,0.191,154.996,audio_features,264387,Best of Hardstyle 2020,29.604236,15,hardstyle
4.288,8.82,2,-5.906,1,1.06,0.0236,0,0.1536,0.465,183.911,audio_features,180000,,85.518615,5,Hipstter-Hop
3.2428,9.84,7,-3.292,1,0.876,0.0104,0.00563,0.72,0.157,155.022,audio_features,161032,Greatest Hardstyle Playlist,24.338454,18,hardstyle
3.6314,8.64,5,-7.192,1,1.556,0.381,0,0.712,0.869,158.048,audio_features,181629,,137.343712,3,Hipstter-Hop
2.2378,9.04,3,-3.735,1,1.796,0.00884,2.58E-06,0.264,0.117,160.012,audio_features,147880,,18.721404,17,Industrial Trap
6.2444,3.93,7,-10.168,1,1.128,0.0424,0.67,0.35,0.541,122.004,audio_features,141938,,66.004164,10,Dark Trap
5.2595,9.18,7,-7.405,1,0.2016,0.00941,0.881,0.1924,0.0683,127.004,audio_features,412795,Techno Bunker,8.6743732,5,techno
4.9848,9.05,7,-7.626,1,1.816,0.00877,0,1.184,0.043,207.836,audio_features,117683,,8.936948,16,Industrial Trap
5.1054,7.49,9,-6.206,1,1.148,0.126,3.55E-06,0.55,0.331,140.019,audio_features,164885,,46.346289,15,Hipstter-Hop
5.2528,9.36,1,-9.272,1,0.3252,0.000206,0.888,0.208,0.369,127.935,audio_features,273546,techno. only. (08/02),47.208015,4,techno
1.7085,8.48,11,-3.306,0,0.144,0.000665,1.94E-05,0.686,0.173,152.84,audio_features,169804,Ready2GetMaggot?,26.44132,7,hardstyle
4.2478,8.28,2,-4.316,1,0.3128,0.0047,0.000223,0.474,0.295,138.06,audio_features,139565,,40.7277,6,Industrial Trap
3.9865,8.28,9,-9.976,0,0.1768,0.000148,0.768,0.32,0.482,138.007,audio_features,378000,techno. only. (08/02),66.519374,10,techno
2.3852,3.88,9,-8.532,1,0.2608,0.782,0,0.218,0.573,175.123,audio_features,197183,,100.345479,3,Rhythm & Blues
4.8307,9.29,1,-3.221,0,0.86,0.0901,0,0.61,0.547,204.012,audio_features,295413,,111.594564,13,Hiphop
5.7285,7.96,5,-5.976,1,1.264,0.22,0.000321,0.214,0.655,160.056,audio_features,114129,,104.83668,15,Industrial Trap
4.1339,7.17,10,-7.858,0,0.612,0.00564,0,0.816,0.49,207.984,audio_features,311867,,101.91216,14,Rhythm & Blues
4.7704,5.93,1,-7.672,0,0.1432,0.0042,0,0.228,0.549,149.967,audio_features,195032,,82.331883,9,Rap
3.4773,9.8,1,-3.782,1,0.3112,0.000277,0,0.62,0.409,187.986,audio_features,211787,,76.886274,5,Emotional
3.6984,5.23,3,-7.3,0,0.5,0.181,3.25E-06,0.218,0.214,154.868,audio_features,279326,,33.141752,11,Dark Trap
3.4974,8.59,0,-3.504,1,0.142,0.000274,0.488,0.1568,0.104,174.021,audio_features,308990,UKF Drum & Bass - All Uploads,18.098184,10,Drums & Bass
3.7855,7.17,11,-4.455,0,1.324,0.475,0,0.386,0.341,151.01,audio_features,178027,,51.49441,3,Hiphop
5.1791,4.91,9,-5.284,0,0.1056,0.0326,0.00117,0.248,0.24,200.016,audio_features,115200,,48.00384,7,Hipstter-Hop
3.7319,9.05,8,-3.233,0,0.156,0.00864,0.29,0.1734,0.281,173.967,audio_features,253793,Liqduicity Drum & Bass,48.884727,1,Drums & Bass
3.9262,6.96,7,-3.975,0,0.156,0.0779,0,0.312,0.0864,128.071,audio_features,245625,Uplifting | Trance,11.0653344,4,trance
3.8525,7.44,5,-5.629,0,0.1116,0.00571,0.476,0.1462,0.126,149.984,audio_features,235296,Hardstyle Remixes of Popular Songs!,18.897984,3,hardstyle
3.5711,8.83,5,-6.839,0,0.52,0.041,0.014,0.1712,0.612,167.95,audio_features,228376,,102.7854,4,Hiphop
5.8759,5.21,6,-9.82,0,0.624,0.00427,0.553,0.189,0.091,124.977,audio_features,432204,Techno,11.372907,2,techno
3.7922,8.1,8,-7.342,0,0.1528,7.89E-05,0.936,0.254,0.0358,126.002,audio_features,550481,Techno,4.5108716,17,techno
3.8257,9.45,7,-7.024,1,0.1756,2.64E-05,0.658,1.714,0.264,145.972,audio_features,382285,Psytrance: From Full on to Forrest Trance,38.536608,5,psytrance
3.1624,9.09,6,-4.688,1,0.216,0.0029,0,0.526,0.734,150.904,audio_features,141293,,110.763536,7,Emotional
4.2947,7.12,5,-5.582,1,0.1288,0.337,0,1.272,0.422,119.973,audio_features,209120,,50.628606,14,Dark Trap
4.0468,9.75,1,-1.36,1,1.212,0.00306,0.0117,0.726,0.135,150.008,audio_features,123200,Lost Lands 2019,20.25108,1,trap
4.0334,9.9,5,-4.993,0,0.2296,0.000417,0.372,0.1186,0.327,140.004,audio_features,440580,"Uplifting Trance, Euphoric Trance",45.781308,13,trance
2.8944,8.62,2,-4.15,1,0.3804,0.0281,1.24E-06,0.798,0.28,150.02,audio_features,222000,Headbangers:Dubstep/Riddim,42.0056,11,trap
3.5376,8.97,2,-5.943,1,0.2356,0.00134,0,0.38,0.29,125.009,audio_features,211733,,36.25261,5,Emotional
3.8726,8.88,9,-5.573,0,0.2024,0.217,0.000583,0.588,0.378,149.883,audio_features,174400,Best Hardstyle ever made,56.655774,4,hardstyle
3.9664,5.37,6,-13.115,1,0.796,0.0208,0,0.1468,0.315,160.05,audio_features,180016,,50.41575,8,Dark Trap
4.1875,5.59,10,-8.859,0,0.136,0.00306,0.916,0.1858,0.0738,129.991,audio_features,452512,Psytrance Can,9.5933358,18,psytrance
2.7738,8.35,8,-7.72,1,0.1828,0.000195,0.766,0.21,0.0342,140.012,audio_features,163125,Riddim or die,4.7884104,11,trap
1.1859,6.4,9,-4.27,1,0.1596,0.01,0,0.712,0.145,144.084,audio_features,284056,,20.89218,19,Dark Trap
3.2629,8.61,6,-2.786,0,0.1336,0.154,0.00247,0.42,0.34,152.014,audio_features,186944,Euphoric Hardstyle,51.68476,8,hardstyle
4.0535,8.71,11,-10.578,0,0.1924,0.0122,0.454,0.498,0.583,121.007,audio_features,431637,tech house,70.547081,19,Electro
5.4136,7.9,1,-8.109,1,0.532,0.000197,0.304,0.214,0.388,125.078,audio_features,278400,Dirtybird//Techhouse by Mack\,48.530264,5,Electro
2.8676,5.12,0,-12.375,0,0.1464,0.00156,0.775,0.282,0.212,179.883,audio_features,186681,,38.135196,11,Dark Trap
4.2143,7.78,6,-8.979,0,1.38,0.216,0.0577,0.21,0.334,183.888,audio_features,185808,,61.418592,19,Dark Trap
5.226,6.57,1,-7.149,1,1.268,0.0321,2.56E-06,0.678,0.648,163.969,audio_features,245173,,106.251912,12,Hiphop
3.5644,8.8,6,-7.602,0,0.1804,0.000548,0.923,0.1124,0.085,174.986,audio_features,405885,UKF Drum & Bass - All Uploads,14.87381,12,Drums & Bass
5.829,7.52,4,-6.615,1,1.488,0.0352,1.10E-06,0.538,0.591,145.118,audio_features,178834,,85.764738,5,Rap
2.948,9.55,10,-4.862,0,0.5,0.385,0.976,0.25,0.0997,150.027,audio_features,224000,,14.9576919,6,Dark Trap
4.6833,9.09,1,-1.295,1,1.356,0.00337,0.00616,0.224,0.166,139.894,audio_features,234857,Lost Lands 2020,23.222404,12,trap
3.0351,9.48,9,-4.123,1,0.2144,2.05E-05,0.798,0.656,0.0393,150.039,audio_features,143208,Headbangers:Dubstep/Riddim,5.8965327,10,trap
6.03,7.83,10,-4.498,0,0.912,0.00373,0,0.366,0.626,168.526,audio_features,139389,,105.497276,2,Dark Trap
4.9647,7.59,0,-5.096,0,0.48,0.0218,0,1.256,0.362,194.168,audio_features,225533,,70.288816,17,Hiphop
2.9413,9.11,0,-3.19,0,0.2608,0.000198,0.815,0.374,0.207,175.08,audio_features,294453,UKF Drum & Bass - All Uploads,36.24156,16,Drums & Bass
4.7771,9.08,6,-7.767,1,0.412,0.000472,0.779,0.216,0.0478,133.021,audio_features,463031,techno. only. (08/02),6.3584038,2,techno
2.9614,6.48,8,-5.692,1,0.186,0.00143,0.469,1.324,0.1,174.931,audio_features,257969,UKF Drum & Bass - All Uploads,17.4931,15,Drums & Bass
2.7604,9.85,1,-3.454,1,0.684,0.00257,0.000109,0.75,0.0609,150.05,audio_features,208533,Q-Dance | Hardstyle | Top 100 | 2019,9.138045,11,hardstyle
5.2394,5.46,11,-5.152,0,0.3672,0.0128,0.0423,0.696,0.505,130.728,audio_features,143255,,66.01764,16,Dark Trap
5.427,7.97,4,-7.894,0,0.1912,3.20E-05,0.872,0.208,0.198,124.019,audio_features,453674,True Techno,24.555762,1,techno
4.7771,7.66,0,-6.225,0,0.444,0.0183,0,0.1598,0.507,215.404,audio_features,239680,,109.209828,17,Rhythm & Blues
3.5242,9.33,8,-1.471,0,0.7,0.197,0.000185,0.23,0.249,175.128,audio_features,268800,Drum and Bass 2020,43.606872,4,Drums & Bass
4.2947,9.69,7,-6.963,1,0.2744,0.000607,0.776,1.328,0.0451,140.019,audio_features,459429,Psytrance 2020,6.3148569,8,psytrance
5.0451,5.57,6,-11.793,1,0.88,0.0163,0.000137,0.516,0.576,100.023,audio_features,222600,,57.613248,12,Rap
5.4605,4.93,11,-8.319,0,1.596,0.0211,1.56E-06,0.1752,0.719,159.889,audio_features,234000,,114.960191,7,Hipstter-Hop
3.5778,7.49,3,-6.519,1,0.1856,0.0473,3.57E-05,0.686,0.409,192.104,audio_features,141389,,78.570536,19,Industrial Trap
5.1523,4.33,10,-10.358,0,0.644,0.151,0,0.238,0.783,186.004,audio_features,204758,,145.641132,6,Hipstter-Hop
5.2327,7.77,11,-8.193,0,1.568,0.144,0,0.1932,0.645,157.001,audio_features,110064,,101.265645,14,Hipstter-Hop
4.4555,9.41,5,-2.927,1,0.2292,0.00923,0.899,0.1082,0.493,173.944,audio_features,358621,Liqduicity Drum & Bass,85.754392,2,Drums & Bass
6.1238,5.86,6,-8.435,0,1.32,0.00203,1.58E-06,0.1984,0.655,116.371,audio_features,157440,,76.223005,15,Hiphop
4.2076,9.64,7,-10.285,1,0.2216,0.00675,0.822,0.348,0.636,147.003,audio_features,527000,Psytrance: From Full on to Forrest Trance,93.493908,14,psytrance
2.7738,9.34,5,-2.976,0,0.1664,0.000257,0.0617,0.806,0.253,174.004,audio_features,248276,Liqduicity Drum & Bass,44.023012,14,Drums & Bass
2.4254,9.74,0,-2.807,0,0.2936,0.125,0.334,0.544,0.551,149.953,audio_features,212800,Euphoric Hardstyle,82.624103,7,hardstyle
3.0954,8.88,9,-5.461,0,0.3224,0.00328,0.884,0.0856,0.0389,175.005,audio_features,322286,Liquid Drum & Bass,6.8076945,17,Drums & Bass
4.5694,4.77,6,-9.534,1,0.2716,0.0152,0.749,0.258,0.227,129.987,audio_features,451605,Dark Techno,29.507049,12,techno
5.025,9.05,5,-7.905,1,0.2048,0.00192,0.792,0.398,0.617,141.99,audio_features,443053,"Psy, Goa, Full on Trance",87.60783,7,psytrance
3.5309,8.92,11,-4.56,1,0.2472,0.00104,0.77,0.1676,0.107,130.963,audio_features,211673,Uplifting | Trance,14.013041,6,trance
5.4203,7.99,6,-8.512,0,0.2252,0.0278,0.888,0.222,0.415,123.002,audio_features,343302,Beatoirt Best New Tech House,51.04583,16,Electro
5.9831,7.45,11,-3.105,0,0.2284,0.0642,0,0.1886,0.872,202.036,audio_features,223413,,176.175392,13,Pop
2.9145,9.78,5,-4.889,0,0.274,0.0283,0.661,0.1888,0.54,150.036,audio_features,359204,Euphoric Hardstyle,81.01944,10,hardstyle
4.4488,8.3,11,-7.475,0,0.2624,0.00605,0.47,0.2,0.326,143.001,audio_features,449790,Best of PsyTrance,46.618326,6,psytrance
3.3366,8.84,8,-10.065,0,0.18,0.000288,0.586,0.45,0.233,138.537,audio_features,208009,State if Trance (The best ASOT Epsidoes),32.279121,16,trance
4.4756,6.61,6,-3.908,1,0.2644,0.0501,0,0.336,0.915,154.052,audio_features,232120,,140.95758,12,Rhythm & Blues
5.0451,8.26,0,-4.894,1,0.932,0.0641,0,0.712,0.445,149.954,audio_features,188000,,66.72953,4,Industrial Trap
2.546,7.99,1,-2.473,1,0.2416,0.039,1.05E-05,0.202,0.181,151.176,audio_features,237417,HEADBANGERS:Dubstep/Riddim,27.362856,7,trap
6.2913,6.63,1,-2.801,1,1.416,0.0477,0.242,0.1798,0.682,144.022,audio_features,65254,,98.223004,14,Hipstter-Hop
5.5275,3.73,5,-5.532,0,0.432,0.163,0,0.736,0.12,77.271,audio_features,149078,,9.27252,17,Rap
6.2109,7.31,5,-7.753,1,0.848,0.0011,1.39E-06,0.1784,0.641,185.002,audio_features,157640,,118.586282,12,Hipstter-Hop
4.087,9.38,2,-2.482,1,0.532,0.0262,0.00177,0.712,0.19,145,audio_features,211862,Lost Lands 2020,27.55,3,trap
3.7319,7.43,5,-4.24,1,0.1172,0.0102,6.19E-05,0.752,0.118,134.919,audio_features,234667,Vocal Melodic Trance Top 1000,15.920442,17,trance
5.5945,7.91,0,-8.326,0,0.488,0.159,0,0.1592,0.313,125.962,audio_features,192550,,39.426106,14,Hipstter-Hop
2.9011,7.26,10,-4.843,1,0.1544,0.0454,0,0.362,0.208,149.962,audio_features,182217,Euphoric Hardstyle & Melodic Hardstyle,31.192096,15,hardstyle
5.8826,4.14,8,-11.881,1,2.652,0.0139,4.11E-06,0.187,0.139,154.831,audio_features,113502,,21.521509,6,Hipstter-Hop
5.1456,7.55,10,-2.841,0,1.572,0.102,0,0.72,0.593,168.059,audio_features,190668,,99.658987,5,Hipstter-Hop
5.0049,9.98,5,-5.934,1,0.2064,0.0207,0.705,0.116,0.724,125.989,audio_features,192381,tech house,91.216036,4,Electro
5.0451,9.15,5,-8.369,1,0.184,0.000169,0.888,0.1636,0.179,124.011,audio_features,393660,Techno / Minimal / Hardcore/ Melodic / Dark,22.197969,8,techno
5.0853,3.55,8,-17.143,0,0.2336,0.39,0.95,0.1772,0.16,125.982,audio_features,415393,techno. only. (08/02),20.15712,10,techno
3.9932,7.94,0,-17.912,1,0.1368,0.351,0.967,0.224,0.136,128.009,audio_features,427493,Dark Techno,17.409224,2,techno
3.7386,8.57,9,-7.575,1,0.2092,0.000534,0.747,0.318,0.049,145.011,audio_features,463862,Psytrance New Releases 2020,7.105539,9,psytrance
4.8374,9.23,0,-6.373,0,0.1436,8.77E-05,0.83,0.36,0.582,124.004,audio_features,216774,Dirtybird Players,72.170328,4,Electro
4.7436,9.08,4,-7.92,1,0.184,0.000118,0.933,0.774,0.676,123.98,audio_features,319459,tech house,83.81048,6,Electro
3.8592,7.02,8,-5.968,1,0.2136,0.24,1.82E-06,0.228,0.458,146.122,audio_features,197853,,66.923876,14,Dark Trap
3.1959,6.1,11,-5.628,0,0.576,0.225,0,0.214,0.358,159.764,audio_features,213993,,57.195512,4,Hiphop
3.2026,8.58,6,-4.876,1,0.182,0.0134,0.0544,0.698,0.369,150.068,audio_features,208512,Euphoric Hardstyle,55.375092,17,hardstyle
6.2712,7.64,7,-9.494,1,0.3096,0.0312,0.552,0.136,0.742,125.002,audio_features,322560,Tech House Essentials by Distortion,92.751484,4,Electro
5.6481,4.89,4,-9.978,1,0.484,0.404,0.27,0.33,0.319,127.959,audio_features,136069,,40.818921,16,Industrial Trap
3.9664,7.84,7,-12.451,1,0.1824,0.00143,0.871,0.206,0.104,129.005,audio_features,368491,Dark Techno Rave,13.41652,5,techno
3.7788,6.39,9,-5.93,1,0.764,0.0175,0,0.214,0.328,94.062,audio_features,186383,,30.852336,9,Rap
2.8944,9.6,11,-2.812,1,0.2424,0.00256,0.0054,0.792,0.414,149.991,audio_features,151212,Euphoric Hardstyle,62.096274,14,hardstyle
2.8676,7.54,5,-6.416,0,0.716,0.3,0,0.272,0.394,125.948,audio_features,315773,,49.623512,5,Hipstter-Hop
4.0468,9.67,0,-0.991,1,0.628,0.000271,0.448,0.336,0.0752,149.992,audio_features,199900,I'm a fucking Headbanger,11.2793984,17,trap
4.9848,7.64,6,-9.231,0,0.2868,0.0014,0.857,0.1348,0.162,128.024,audio_features,423750,Dark Techno,20.739888,11,techno
2.8542,8.91,10,-4.588,0,0.3956,0.0016,0.000114,0.738,0.262,149.848,audio_features,205804,Euphoric Hardstyle,39.260176,13,hardstyle
3.7252,5.92,6,-9.708,0,0.1196,0.00888,0.918,1.174,0.0373,140.028,audio_features,235200,,5.2230444,15,Dark Trap
3.9396,8.83,2,-6.675,1,0.1444,0.00045,0.86,0.532,0.159,145.995,audio_features,420822,Psytrance New Releases 2020,23.213205,12,psytrance
2.9078,9.27,7,-3.352,1,0.84,0.0654,5.48E-05,0.28,0.182,155.255,audio_features,173419,Best Hardstyle ever made,28.25641,10,hardstyle
5.8424,2.88,1,-4.844,0,1.06,0.0459,0.0215,0.226,0.0378,140.055,audio_features,301714,RIDDIM,5.294079,1,trap
5.8223,7.12,9,-6.136,1,0.412,0.0715,0,0.544,0.435,120,audio_features,275867,,52.2,4,Hipstter-Hop
5.9831,4.59,8,-12.253,1,2.084,0.0838,0,0.968,0.398,129.987,audio_features,184216,,51.734826,5,Hipstter-Hop
3.8927,8.86,3,-5.723,0,0.1372,0.000319,0.236,0.222,0.415,131.975,audio_features,363636,"Uplifting, Melodic Trance & Vocal Trance",54.769625,18,trance
5.6749,5.29,4,-10.618,0,1.14,0.00109,0.000264,0.6,0.376,174.899,audio_features,98743,,65.762024,10,Hipstter-Hop
4.1004,7.82,2,-7.609,1,0.3888,0.0892,0,0.352,0.45,195.932,audio_features,174758,,88.1694,14,Pop
3.0887,4.82,1,-15.95,1,0.15,0.000479,0.7,0.1576,0.0653,135.414,audio_features,204647,,8.8425342,10,Dark Trap
4.1339,5.77,7,-5.653,0,0.96,0.361,0,0.416,0.8,145.907,audio_features,131502,,116.7256,8,Rhythm & Blues
5.1925,5.18,1,-9.894,0,0.224,0.0257,0.588,0.226,0.261,124.995,audio_features,369120,blanc | Tech House,32.623695,2,Electro
2.9614,9.44,0,-8.852,1,0.2096,0.000239,0.912,0.1654,0.424,139.973,audio_features,426857,Top Trance Songs EVER,59.348552,7,trance
5.427,9.6,6,-0.984,1,0.904,0.0102,0.000882,0.28,0.675,145.016,audio_features,218483,Headbangers:Dubstep/Riddim,97.8858,12,trap
5.0317,6.1,10,-9.848,0,0.608,0.641,0.00117,0.22,0.555,138.059,audio_features,207627,,76.622745,19,Hiphop
4.2813,9.17,7,-8.805,1,0.1676,0.00172,0.88,0.216,0.0509,135.005,audio_features,372283,Acid Techno: Hard Techno on Acid,6.8717545,14,techno
3.8793,7.36,6,-3.863,0,0.2108,0.31,0,0.396,0.613,127.999,audio_features,230613,,78.463387,8,Pop
4.7369,8.81,10,-7.295,0,0.21,0.00572,0.00151,0.706,0.854,119.999,audio_features,340268,Tech house,102.479146,2,Electro
3.6113,3.02,6,-10.831,1,0.1208,0.214,0.000581,0.1802,0.201,134.04,audio_features,144242,,26.94204,4,Industrial Trap
2.8542,6.67,4,-10.423,1,0.1732,0.00475,0.959,1.194,0.0896,120.069,audio_features,214416,,10.7581824,7,Dark Trap
4.2344,6.7,1,-6.522,1,0.2888,0.06,0.000239,0.204,0.314,139.892,audio_features,291500,Headbangers:Dubstep/Riddim,43.926088,8,trap
2.7872,3.33,8,-10.359,1,0.1316,0.0219,0.77,0.224,0.0388,129.985,audio_features,148392,,5.043418,19,Hipstter-Hop
2.8475,8.38,3,-3.438,1,0.1528,0.00311,0.413,0.216,0.0396,173.984,audio_features,271724,Liquid Drum & Bass,6.8897664,9,Drums & Bass
6.3583,4.14,9,-6.742,1,0.704,0.106,0,0.118,0.215,125.078,audio_features,188250,,26.89177,16,Hipstter-Hop
5.3734,6.3,9,-9.348,0,1.728,0.204,1.90E-06,0.1298,0.877,144.008,audio_features,66743,,126.295016,15,Hipstter-Hop
4.6833,4.89,1,-9.461,0,0.1552,0.365,4.20E-05,0.264,0.0739,134.017,audio_features,214925,,9.9038563,4,Dark Trap
5.0719,6.73,1,-8.513,1,0.564,0.095,0,0.676,0.574,185.916,audio_features,185806,,106.715784,7,Hipstter-Hop
3.9061,9.59,1,-6.926,1,0.1908,0.000255,0.831,0.386,0.31,141.999,audio_features,473239,Psytrance 2020,44.01969,18,psytrance
5.3667,9.5,1,-6.929,1,0.19,7.67E-05,0.929,0.224,0.897,126.016,audio_features,219048,blanc | Tech House,113.036352,4,Electro
4.8843,6.01,6,-6.959,1,1.296,0.0844,0,0.364,0.704,157.01,audio_features,125414,,110.53504,5,Hipstter-Hop
3.8391,7.19,7,-7.317,0,0.144,0.0264,0.000147,0.0462,0.341,149.942,audio_features,291200,Euphoric Hardstyle,51.130222,16,hardstyle
3.3366,8.78,3,-3.408,1,0.2,0.00377,0.000166,1.064,0.176,132.065,audio_features,191136,TRANNCE 2020 Best Trance Music Official,23.24344,6,trance
5.8759,5.89,6,-8.823,0,1.504,0.562,0,0.4,0.732,139.923,audio_features,197175,,102.423636,18,Hipstter-Hop
5.1523,9.2,8,-7.886,0,0.1968,1.60E-05,0.939,0.1754,0.0712,125.994,audio_features,451152,True Techno,8.9707728,4,techno
3.5644,8.71,7,-2.2,1,0.1668,0.000592,0.0071,0.214,0.0378,172.017,audio_features,245581,UKF Drum & Bass - All Uploads,6.5022426,18,Drums & Bass
3.7989,9.01,8,-3.634,1,0.1492,0.0144,0,1.736,0.36,149.983,audio_features,190400,Greatest Hardstyle Playlist,53.99388,5,hardstyle
4.0669,9.9,8,-3.184,1,1.592,0.163,0,0.304,0.657,120.037,audio_features,176091,,78.864309,9,Industrial Trap
4.3215,6.89,8,-6.102,1,0.194,0.248,0,0.262,0.567,183.978,audio_features,207867,,104.315526,17,Rhythm & Blues
5.36,5.69,9,-5.104,0,1.06,0.563,0,0.222,0.589,184.126,audio_features,164632,,108.450214,12,Hiphop
3.6046,9.57,9,-3.873,0,0.444,0.000972,0.00826,0.1316,0.274,150.028,audio_features,225600,Euphoric Hardstyle,41.107672,5,hardstyle
5.4605,3.66,5,-12.979,1,0.964,0.118,0,0.212,0.175,149.968,audio_features,153480,,26.2444,4,Hipstter-Hop
5.8759,8.47,6,-6.951,0,0.3132,0.00299,0.677,0.234,0.785,125,audio_features,232500,Dirtybird Players,98.125,15,Electro
4.5828,6.83,6,-7.366,1,0.708,0.13,0,0.312,0.406,112.856,audio_features,231253,,45.819536,8,Rhythm & Blues
4.5694,9.89,9,-2.77,1,0.3956,0.0356,0.00753,1.604,0.211,150.02,audio_features,236800,HEADBANGERS:Dubstep/Riddim,31.65422,3,trap
3.35,9.32,6,-7.001,0,0.2976,0.000107,0.92,0.0494,0.473,133.992,audio_features,442388,"Uplifting Trance, Euphoric Trance",63.378216,16,trance
